	tokenized	POS	lex
AR-130-83576	['و', 'لكن', 'سلبي', 'هي', 'انتشار', 'الشائعات', 'و', 'ك', 'ذلك', 'العدوانية', 'و', 'العنصرية']	['conj', 'conj', 'adj', 'pron', 'noun', 'adj', 'conj', 'abbrev', 'pron_dem', 'adj', 'conj', 'noun']	['وَ', 'لٰكِنَّ', 'سَلْبِيّ', 'هِيَ', 'ٱِنْتِشار', 'شائِع', 'وَ', 'كَ', 'ذٰلِكَ', 'عُدْوانِيّ', 'وَ', 'عُنْصُرِيَّة']
AR-130-90626	['في', 'هذا', 'العصر', 'و', 'الزمان،']	['prep', 'pron_dem', 'noun', 'conj', 'noun_prop']	['فِي', 'هٰذا', 'عَصْر', 'وَ', 'الزمان،']
AR-130-90626	['تتمحور', 'الحياة', 'حول', 'الشبكة', 'المعلوماتية', 'التي', 'جلبت', 'معل', 'ها', 'أحدث', 'تقنيات', 'التواصل', 'الاجتماعي،']	['verb', 'noun', 'noun', 'noun', 'adj', 'pron_rel', 'verb', 'adj', 'pron_dem', 'noun', 'noun', 'noun', 'noun_prop']	['تَمَحْوَر', 'حَياة', 'حَوْل', 'شَبَكَة', 'مَعْلُوماتِيّ', 'الَّذِي', 'جَلَب', 'مُعَلّ', 'ها', 'أَحْدَث', 'تَقْنِيَّة', 'تَواصُل', 'الاجتماعي،']
AR-130-90626	['ف', 'قد', 'نجحت', 'تلك', 'الوسائل', 'في', 'اكتساح', 'مجتمع', 'نا', 'و', 'جعل', 'ه', 'أشهر', 'وسيلة', 'ل', 'تضيع', 'الوقت،']	['abbrev', 'part_verb', 'verb', 'pron_dem', 'noun', 'prep', 'noun', 'noun', 'noun_prop', 'conj', 'verb', 'abbrev', 'noun', 'noun', 'prep', 'verb', 'noun_prop']	['فَ', 'قَدْ', 'نَجَح', 'ذٰلِكَ', 'وَسِيلَة', 'فِي', 'ٱِكْتِساح', 'مُجْتَمَع', 'نا', 'وَ', 'جَعَل', 'ه', 'شَهْر', 'وَسِيلَة', 'لِ', 'ضاع', 'الوقت،']
AR-130-90626	['و', 'ل', 'ذلك', 'أثر', 'ملحوظ', 'على', 'كلا', 'n', 'الفرد', 'و', 'المجتمع', '،حيث', 'أن', 'أهتم', 'الناس', 'ب', 'متابعة', 'غير', 'هم', 'عن', 'طريق', 'ها', 'و', 'تفضيل', 'ها', 'على', 'الزيارات', 'الشخصية', 'و', 'التحدث', 'وجها', 'لوجه', '.']	['conj', 'prep', 'pron_dem', 'verb', 'adj', 'prep', 'noun', 'noun', 'noun', 'conj', 'noun', 'noun_prop', 'conj_sub', 'verb', 'noun', 'abbrev', 'noun', 'noun', 'pron', 'prep', 'noun', 'pron_dem', 'conj', 'noun', 'pron_dem', 'prep', 'noun', 'adj', 'conj', 'noun', 'noun', 'noun', 'punc']	['وَ', 'لِ', 'ذٰلِكَ', 'أَثَّر', 'مَلْحُوظ', 'عَلَى', 'كُلّ', 'n', 'فَرْد', 'وَ', 'مُجْتَمَع', '،حيث', 'أَنَّ', 'ٱِهْتَمّ', 'ناس', 'بِ', 'مُتابَعَة', 'غَيْر', 'هُم', 'عَن', 'طَرِيق', 'ها', 'وَ', 'تَفْضِيل', 'ها', 'عَلَى', 'زِيارَة', 'شَخْصِيّ', 'وَ', 'تَحَدُّث', 'وَجْه', 'وَجْه', '.']
AR-130-90626	['أصبح', 'أفراد', 'المجتمح', 'أكثر', 'اكتراثا', 'ل', 'المظاهر', 'الخارجية', 'بدلا', 'من', 'الأخلاق،']	['verb', 'noun', 'noun_prop', 'adj', 'noun', 'prep', 'noun', 'adj', 'noun', 'prep', 'noun_prop']	['أَصْبَح', 'فَرْد', 'المجتمح', 'أَكْثَر', 'ٱِكْتِراث', 'لِ', 'مَظْهَر', 'خارِجِيّ', 'بَدَل', 'مِن', 'الاخلاق،']
AR-130-90626	['ل', 'أن', 'هم', 'يكترثون', 'في', 'متابعة', 'من', 'تقييم', 'الآخرين', 'من', 'خلال', 'صفح', 'الشخصية', 'على', 'مفحات', 'الوصائل', 'الاجتماعية،']	['prep', 'conj_sub', 'pron', 'verb', 'prep', 'noun', 'prep', 'noun', 'adj', 'prep', 'prep', 'noun', 'adj', 'prep', 'noun_prop', 'noun_prop', 'noun_prop']	['لِ', 'أَنَّ', 'هُم', 'ٱِكْتَرَث', 'فِي', 'مُتابَعَة', 'مِن', 'تَقْيِيم', 'آخَر', 'مِن', 'خِلالَ', 'صَفْح', 'شَخْصِيّ', 'عَلَى', 'مفحات', 'الوصائل', 'الاجتماعيه،']
AR-130-90626	['مثل', 'التويتر', 'و', 'الإنستقرام', 'ف', 'يتنافس', 'الناس', 'على', 'من', 'من', 'هم', 'يمتلك', 'أكثر', 'عدد', 'من', 'المتابعين،']	['noun', 'noun_prop', 'conj', 'noun_prop', 'abbrev', 'verb', 'noun', 'prep', 'prep', 'prep', 'pron', 'verb', 'adj', 'noun', 'prep', 'noun_prop']	['مِثْل', 'التويتر', 'وَ', 'الانستقرام', 'فَ', 'تَنافَس', 'ناس', 'عَلَى', 'مِن', 'مِن', 'هُم', 'ٱِمْتَلَك', 'أَكْثَر', 'عَدَد', 'مِن', 'المتابعين،']
AR-130-90626	['ف', 'إن', 'هذا', 'التصرف', 'كون', 'المجتمع', 'ستطحي', 'لحد', 'ما،']	['abbrev', 'abbrev', 'pron_dem', 'noun', 'noun', 'noun', 'noun_prop', 'noun_prop', 'noun_prop']	['فَ', 'إِن', 'هٰذا', 'تَصَرُّف', 'كَوْن', 'مُجْتَمَع', 'ستطحي', 'لَحَد', 'ما،']
AR-130-90626	['مع', 'أن', 'هنالك', 'العديد', 'من', 'مشاهير', 'التواصل', 'المفيدين', 'بأفكارهم،']	['prep', 'conj_sub', 'adv', 'adj', 'prep', 'noun', 'noun', 'adj', 'noun_prop']	['مَع', 'أَنَّ', 'هُناكَ', 'عَدِيد', 'مِن', 'مَشْهُور', 'تَواصُل', 'مُفِيد', 'بافكارهم،']
AR-130-90626	['و', 'لكن', 'هم', 'أقل', 'شهرتا', 'من', 'غيرهم،']	['conj', 'conj', 'pron', 'noun', 'verb', 'prep', 'noun_prop']	['وَ', 'لٰكِنَّ', 'هُم', 'أَقَلّ', 'شَهَر', 'مِن', 'غيرهم،']
AR-130-90626	['و', 'لا', 'سيما', 'عند', 'الأطفال', '.']	['conj', 'part_neg', 'adv', 'noun', 'noun', 'punc']	['وَ', 'لا', 'سِيَّما', 'عِنْد', 'طِفْل', '.']
AR-130-90626	['نادرا', 'ما', 'يوجد', 'شخص', 'لا', 'يتابع', 'وصائل', 'التواصل', 'الاجتماعي', '،']	['adj', 'pron_rel', 'verb', 'noun', 'part_neg', 'verb', 'noun_prop', 'noun', 'adj', 'punc']	['نادِر', 'ما', 'وَجَد', 'شَخْص', 'لا', 'تابَع', 'وصائل', 'تَواصُل', 'ٱِجْتِماعِيّ', '،']
AR-130-90626	['و', 'من', 'الصعب', 'على', 'أغلبي', 'ه', 'المجتمع', 'ترك', 'ها', 'ف', 'هي', 'أصبحت', 'أول', 'ما', 'يلقي', 'على', 'ه', 'الشخص', 'عند', 'ما', 'يصبح،']	['conj', 'prep', 'adj', 'prep', 'noun', 'abbrev', 'noun', 'verb', 'pron_dem', 'abbrev', 'pron', 'verb', 'adj', 'pron_rel', 'verb', 'prep', 'abbrev', 'noun', 'noun', 'pron_rel', 'noun_prop']	['وَ', 'مِن', 'صَعْب', 'عَلَى', 'أَغْلَب', 'ه', 'مُجْتَمَع', 'تَرَك', 'ها', 'فَ', 'هِيَ', 'أَصْبَح', 'أَوَّل', 'ما', 'أَلْقَى', 'عَلَى', 'ه', 'شَخْص', 'عِنْد', 'ما', 'يصبح،']
AR-130-90626	['و', 'آخر', 'ما', 'يطل', 'على', 'ه', 'قبل', 'نومه', '.']	['conj', 'adj', 'pron_rel', 'verb', 'prep', 'abbrev', 'noun', 'noun', 'punc']	['وَ', 'آخَر', 'ما', 'طَلّ', 'عَلَى', 'ه', 'قِبَل', 'نَوْم', '.']
AR-130-193363	['أصبح', 'التواصل', 'الاجتماعي', 'شي', 'يعيش', 'مع', 'نا', 'و', 'يوجد', 'الكثير', 'من', 'الناس', 'الذين', 'n', 'لايستطسعون', 'قضا', 'القليل', 'من', 'الوقت', 'بد،ن', 'التفقد', 'عل،']	['verb', 'noun', 'adj', 'noun', 'verb', 'prep', 'noun_prop', 'conj', 'verb', 'noun', 'prep', 'noun', 'pron_rel', 'noun', 'noun_prop', 'verb', 'adj', 'prep', 'noun', 'noun_prop', 'noun', 'noun_prop']	['أَصْبَح', 'تَواصُل', 'ٱِجْتِماعِيّ', 'شَيّ', 'عاش', 'مَع', 'نا', 'وَ', 'وَجَد', 'كَثِير', 'مِن', 'ناس', 'الَّذِي', 'n', 'لايستطسعون', 'قَضّ', 'قَلِيل', 'مِن', 'وَقْت', 'بد،ن', 'تَفَقُّد', 'عل،']
AR-130-193363	['التواصل', 'الاجتماعي', '.']	['noun', 'adj', 'punc']	['تَواصُل', 'ٱِجْتِماعِيّ', '.']
AR-130-193363	['ل', 'كل', 'شي', 'في', 'الحياة', 'سلبي', 'و', 'إيجابي', 'و', 'التواصل', 'الاحتماعي', 'أحد', 'هذه', 'الاشيا', 'ل', 'ذلك', 'س', 'ندكر', 'القليل', 'من', 'الإيجابيات', 'و', 'القليل', 'من', 'السلبيات', '.اولا،']	['prep', 'noun', 'noun', 'prep', 'noun', 'adj', 'conj', 'adj', 'conj', 'noun', 'noun_prop', 'noun', 'pron_dem', 'noun_prop', 'prep', 'pron_dem', 'abbrev', 'verb', 'adj', 'prep', 'adj', 'conj', 'adj', 'prep', 'noun', 'noun_prop']	['لِ', 'كُلّ', 'شَيّ', 'فِي', 'حَياة', 'سَلْبِيّ', 'وَ', 'إِيجابِيّ', 'وَ', 'تَواصُل', 'الاحتماعي', 'أَحَد', 'هٰذا', 'الاشيا', 'لِ', 'ذٰلِكَ', 'س', 'ٱِدَّكَر', 'قَلِيل', 'مِن', 'إِيجابِيّ', 'وَ', 'قَلِيل', 'مِن', 'سَلْبِيّات', '.اولا،']
AR-130-193363	['من', 'إيجابيات', 'النواصل', 'الاجتماعي', 'هي', 'أن', 'يمكن', 'أن', 'ترأ', 'أحوال', 'الناس', 'و', 'الاقربا', 'و', 'الاصذقا', 'عن', 'طريق', 'التواصل', 'الاجتماعي', 'و', 'تستطيع', 'أيضا', 'أن', 'تتحدث', 'مع', 'أشخاص', 'ك', 'و', 'لو', 'كان', 'يبعد', 'بين', 'كم', 'الكثير', 'من', 'المسافات.الت،اصل', 'n', 'الاحتماعي', 'يجمع', 'كم', 'في', 'لحظة', 'و', 'دقيقه.و', 'من', 'سلبي', 'هو', 'أن', 'ه', 'يبعد', 'ك', 'عن', 'أهل', 'ك', 'و', 'يسبب', 'ل', 'ك', 'الإدمان', 'و', 'عدم', 'القدرة', 'علا', 'التحمل', 'ب', 'أن', 'n', 'لاتتفقد', 'التواصل', 'الاجنماعي', 'و', 'يسبب', 'في', 'جعل', 'ك', 'شخص', 'عصب', 'ي', 'جدا', '.']	['prep', 'noun', 'noun_prop', 'adj', 'pron', 'conj_sub', 'verb', 'conj_sub', 'verb', 'noun', 'noun', 'conj', 'noun_prop', 'conj', 'noun_prop', 'prep', 'noun', 'noun', 'adj', 'conj', 'verb', 'noun', 'conj_sub', 'verb', 'prep', 'noun', 'abbrev', 'conj', 'conj', 'verb', 'verb', 'noun', 'pron_rel', 'noun', 'prep', 'noun_prop', 'noun', 'noun_prop', 'verb', 'pron_rel', 'prep', 'noun', 'conj', 'noun_prop', 'prep', 'adj', 'pron', 'conj_sub', 'abbrev', 'verb', 'abbrev', 'prep', 'noun', 'abbrev', 'conj', 'verb', 'prep', 'abbrev', 'noun', 'conj', 'noun', 'noun', 'verb', 'noun', 'abbrev', 'conj_sub', 'noun', 'noun_prop', 'noun', 'noun_prop', 'conj', 'verb', 'prep', 'verb', 'abbrev', 'noun', 'noun', 'abbrev', 'noun', 'punc']	['مِن', 'إِيجابِيّات', 'النواصل', 'ٱِجْتِماعِيّ', 'هِيَ', 'أَنَّ', 'أَمْكَن', 'أَنَّ', 'أَرْأَى', 'حال', 'ناس', 'وَ', 'الاقربا', 'وَ', 'الاصذقا', 'عَن', 'طَرِيق', 'تَواصُل', 'ٱِجْتِماعِيّ', 'وَ', 'ٱِسْتَطاع', 'أَيْض', 'أَنَّ', 'تَحَدَّث', 'مَع', 'شَخْص', 'كَ', 'وَ', 'لَو', 'كان', 'بَعُد', 'بَيِّن', 'كَم', 'كَثِير', 'مِن', 'المسافات.الت،اصل', 'n', 'الاحتماعي', 'جَمَع', 'كَم', 'فِي', 'لَحْظَة', 'وَ', 'دقيقه.و', 'مِن', 'سَلْبِيّ', 'هُوَ', 'أَنَّ', 'ه', 'بَعُد', 'كَ', 'عَن', 'أَهْل', 'كَ', 'وَ', 'سَبَّب', 'لِ', 'كَ', 'إِدْمان', 'وَ', 'عَدَم', 'قُدْرَة', 'عَلا', 'تَحَمُّل', 'بِ', 'أَنَّ', 'n', 'لاتتفقد', 'تَواصُل', 'الاجنماعي', 'وَ', 'سَبَّب', 'فِي', 'جَعَل', 'كَ', 'شَخْص', 'عَصَب', 'ي', 'جِدّ', '.']
AR-130-97947	['بما', 'أن', 'هذا', 'الجيل', 'معروف', 'و', 'مهتم', 'ب', 'التكنولوجيا', 'ف', 'أن', 'ل', 'آبد', 'n', 'أن', 'وسائل', 'التواصل', 'الاجتماعي', 'ل', 'ها', 'أثر', 'كبير', 'على', 'الفرد', 'و', 'المجتمع', 'سواء', 'أن', 'كان', 'سلبيا', 'أم', 'إيجابيا', 'ف', 'قد', 'قمنا', 'ب', 'العديد', 'من', 'الاختراعات', 'و', 'الابتكار', 'و', 'الإبداع', 'و', 'غير', 'ه', 'من', 'الأشياء', 'و', 'من', 'الأشياء', 'الإيجابية', 'التي', 'يمكن', 'أن', 'تستفيد', 'من', 'ها', 'عبر', 'التواصل', 'الاجتماعي', 'هو', 'أن', 'ب', 'إمكان', 'ك', 'أن', 'تسافر', 'حول', 'العالم', 'ب', 'مجرد', 'التصفح', 'في', 'ه', 'من', 'دون', 'أن', 'تنفق', 'الكثير', 'من', 'المال']	['pron_rel', 'conj_sub', 'pron_dem', 'noun', 'adj', 'conj', 'adj', 'abbrev', 'noun', 'abbrev', 'conj_sub', 'prep', 'verb', 'noun', 'conj_sub', 'noun', 'noun', 'adj', 'prep', 'pron_dem', 'verb', 'adj', 'prep', 'noun', 'conj', 'noun', 'noun', 'conj_sub', 'verb', 'adj', 'conj', 'adj', 'abbrev', 'part_verb', 'verb', 'abbrev', 'adj', 'prep', 'noun', 'conj', 'noun', 'conj', 'noun', 'conj', 'noun', 'abbrev', 'prep', 'noun', 'conj', 'prep', 'noun', 'adj', 'pron_rel', 'verb', 'conj_sub', 'verb', 'prep', 'pron_dem', 'noun', 'noun', 'adj', 'pron', 'conj_sub', 'abbrev', 'noun', 'abbrev', 'conj_sub', 'verb', 'noun', 'noun', 'abbrev', 'noun', 'noun', 'prep', 'abbrev', 'prep', 'noun', 'conj_sub', 'verb', 'noun', 'prep', 'noun']	['ما', 'أَنَّ', 'هٰذا', 'جِيل', 'مَعْرُوف', 'وَ', 'مُهْتَمّ', 'بِ', 'تِكْنُولُوجِيا', 'فَ', 'أَنَّ', 'لِ', 'بَدا', 'n', 'أَنَّ', 'وَسِيلَة', 'تَواصُل', 'ٱِجْتِماعِيّ', 'لِ', 'ها', 'أَثَّر', 'كَبِير', 'عَلَى', 'فَرْد', 'وَ', 'مُجْتَمَع', 'سَواء', 'أَنَّ', 'كان', 'سَلْبِيّ', 'أَم', 'إِيجابِيّ', 'فَ', 'قَدْ', 'قام', 'بِ', 'عَدِيد', 'مِن', 'ٱِخْتِراع', 'وَ', 'ٱِبْتِكار', 'وَ', 'إِبْداع', 'وَ', 'غَيْر', 'ه', 'مِن', 'شَيْء', 'وَ', 'مِن', 'شَيْء', 'إِيجابِيّ', 'الَّذِي', 'أَمْكَن', 'أَنَّ', 'ٱِسْتَفاد', 'مِن', 'ها', 'عَبْر', 'تَواصُل', 'ٱِجْتِماعِيّ', 'هُوَ', 'أَنَّ', 'بِ', 'إِمْكان', 'كَ', 'أَنَّ', 'سافَر', 'حَوْل', 'عالَم', 'بِ', 'مُجَرَّد', 'تَصَفُّح', 'فِي', 'ه', 'مِن', 'دُون', 'أَنَّ', 'أَنْفَق', 'كَثِير', 'مِن', 'مال']
AR-130-89391	['وسائل', 'التواصل', 'الاجتماعي', 'سلاح', 'ذو', 'حدين', '،']	['noun', 'noun', 'adj', 'noun', 'noun', 'verb', 'punc']	['وَسِيلَة', 'تَواصُل', 'ٱِجْتِماعِيّ', 'سِلاح', 'ذُو', 'حَدِي', '،']
AR-130-89391	['ربما', 'تكون', 'آثار', 'ها', 'سلبية', 'n', 'أوإيجابية', '،']	['adv', 'verb', 'noun', 'pron_dem', 'adj', 'noun', 'noun_prop', 'punc']	['رُبَّما', 'كان', 'أَثَر', 'ها', 'سَلْبِيّ', 'n', 'اوايجابيه', '،']
AR-130-89391	['يعتمد', 'ذلك', 'على', 'استخدام', 'الفرد', 'و', 'المجتمع', 'من', 'الآثار', 'السلبية', 'أن', 'يصبح', 'الشخص', 'مدمنا', 'على', 'استخدام', 'برامج', 'التواصل', 'الاجتماعي', 'مثال', 'على', 'ذلك', 'أن', 'ه', 'لا', 'يستطيع', 'أن', 'يترك', 'هاتف', 'ه', 'ل', 'مدة', 'خمس', 'دقائق', '،']	['verb', 'pron_dem', 'prep', 'noun', 'noun', 'conj', 'noun', 'prep', 'noun', 'adj', 'conj_sub', 'verb', 'noun', 'noun', 'prep', 'noun', 'noun', 'noun', 'adj', 'noun', 'prep', 'pron_dem', 'conj_sub', 'abbrev', 'part_neg', 'verb', 'conj_sub', 'verb', 'noun', 'abbrev', 'prep', 'noun', 'adj', 'noun', 'punc']	['ٱِعْتَمَد', 'ذٰلِكَ', 'عَلَى', 'ٱِسْتِخْدام', 'فَرْد', 'وَ', 'مُجْتَمَع', 'مِن', 'أَثَر', 'سَلْبِيّ', 'أَنَّ', 'أَصْبَح', 'شَخْص', 'مُدْمِن', 'عَلَى', 'ٱِسْتِخْدام', 'بَرْنامَج', 'تَواصُل', 'ٱِجْتِماعِيّ', 'مِثال', 'عَلَى', 'ذٰلِكَ', 'أَنَّ', 'ه', 'لا', 'ٱِسْتَطاع', 'أَنَّ', 'تَرَك', 'هاتِف', 'ه', 'لِ', 'مُدَّة', 'خَمْس', 'دَقِيقَة', '،']
AR-130-89391	['هذا', 'يشكل', 'خطرا', 'كبيرا', 'على', 'صحة', 'الإنسان', 'ربما', 'يصيب', 'ه', 'ب', 'قصر', 'النظر', 'و', 'مشاكل', 'في', 'النوم', '،']	['pron_dem', 'verb', 'noun', 'adj', 'prep', 'noun', 'noun', 'adv', 'verb', 'abbrev', 'abbrev', 'noun', 'noun', 'conj', 'noun', 'prep', 'noun', 'punc']	['هٰذا', 'شَكَّل', 'خَطَر', 'كَبِير', 'عَلَى', 'صِحَّة', 'إِنْسان', 'رُبَّما', 'أَصاب', 'ه', 'بِ', 'قَصْر', 'نَظَر', 'وَ', 'مُشْكِلَة', 'فِي', 'نَوْم', '،']
AR-130-89391	['لا', 'يمنع', 'ذلك', 'من', 'وجود', 'آثار', 'إيجابية', 'ل', 'استخدام', 'وسائل', 'التواصل', 'الاجتماعي', 'ف', 'هي', 'توفر', 'جهدا', 'كبيرا', 'في', 'ب', 'عض', 'الأحيان', 'قبل', 'وجود', 'ها', 'كان', 'يجب', 'على', 'نا', 'أن', 'نكتب', 'رسائل', 'يدوية', 'و', 'ننتظر', 'ب', 'الأشهر', 'إلى', 'أن', 'تصل', 'ل', 'الشخص', 'المقصود', 'أو', 'المرسول', 'إلى', 'ه', 'و', 'أيضا', 'ننتظر', 'أشهر', 'أخرى', 'إلى', 'أن', 'يصل', 'إلى', 'نا', 'الرد', '،']	['part_neg', 'verb', 'pron_dem', 'prep', 'noun', 'noun', 'adj', 'prep', 'noun', 'noun', 'noun', 'adj', 'abbrev', 'pron', 'verb', 'noun', 'adj', 'prep', 'abbrev', 'verb', 'noun', 'noun', 'noun', 'pron_dem', 'verb', 'verb', 'prep', 'noun_prop', 'conj_sub', 'verb', 'noun', 'adj', 'conj', 'verb', 'abbrev', 'noun', 'prep', 'conj_sub', 'verb', 'prep', 'noun', 'noun', 'conj', 'noun_prop', 'prep', 'abbrev', 'conj', 'noun', 'verb', 'noun', 'adj', 'prep', 'conj_sub', 'verb', 'prep', 'noun_prop', 'noun', 'punc']	['لا', 'مَنَع', 'ذٰلِكَ', 'مِن', 'وُجُود', 'أَثَر', 'إِيجابِيّ', 'لِ', 'ٱِسْتِخْدام', 'وَسِيلَة', 'تَواصُل', 'ٱِجْتِماعِيّ', 'فَ', 'هِيَ', 'وَفَّر', 'جُهْد', 'كَبِير', 'فِي', 'بِ', 'عَضّ', 'حِين', 'قِبَل', 'وُجُود', 'ها', 'كان', 'وَجَب', 'عَلَى', 'نا', 'أَنَّ', 'كَتَب', 'رِسالَة', 'يَدَوِيّ', 'وَ', 'ٱِنْتَظَر', 'بِ', 'شَهْر', 'إِلَى', 'أَنَّ', 'وَصَل', 'لِ', 'شَخْص', 'مَقْصُود', 'أَو', 'المرسول', 'إِلَى', 'ه', 'وَ', 'أَيْض', 'ٱِنْتَظَر', 'شَهْر', 'أُخْرَى', 'إِلَى', 'أَنَّ', 'وَصَل', 'إِلَى', 'نا', 'رَدّ', '،']
AR-130-89391	['لكن', 'اليوم', 'مع', 'وجود', 'وسائل', 'التواصل', 'الحديثة', 'نستطيع', 'أن', 'نرسل', 'رسائل', 'طويلة', 'في', 'دقائق', 'معدودة', 'و', 'يصلنا', 'الرد', 'في', 'أقل', 'من', 'دقيقتان', '،']	['conj', 'noun', 'prep', 'noun', 'noun', 'noun', 'adj', 'verb', 'conj_sub', 'verb', 'noun', 'adj', 'prep', 'noun', 'adj', 'conj', 'verb', 'noun', 'prep', 'noun', 'prep', 'noun', 'punc']	['لٰكِنَّ', 'يَوْم', 'مَع', 'وُجُود', 'وَسِيلَة', 'تَواصُل', 'حَدِيث', 'ٱِسْتَطاع', 'أَنَّ', 'أَرْسَل', 'رِسالَة', 'طَوِيل', 'فِي', 'دَقِيقَة', 'مَعْدُود', 'وَ', 'وَصَل', 'رَدّ', 'فِي', 'أَقَلّ', 'مِن', 'دَقِيقَة', '،']
AR-130-89391	"['و', 'نستطيع', 'أن', 'ندير', 'شركات', 'و', 'مشاريع', 'عن', 'طريق', 'تطبيقات', 'مجانية', 'مثل', '""واتس', 'اب""', 'و', '""انستا', 'قرام""', '،']"	['conj', 'verb', 'conj_sub', 'verb', 'noun', 'conj', 'noun', 'prep', 'noun', 'noun', 'adj', 'noun', 'noun_prop', 'noun_prop', 'conj', 'noun_prop', 'noun_prop', 'punc']	"['وَ', 'ٱِسْتَطاع', 'أَنَّ', 'أَدار', 'شَرِكَة', 'وَ', 'مَشْرُوع', 'عَن', 'طَرِيق', 'تَطْبِيق', 'مَجّانِيّ', 'مِثْل', '""واتس', 'اب""', 'وَ', '""انستا', 'قرام""', '،']"
AR-130-89391	['و', 'قد', 'يكون', 'تأثير', 'ها', 'على', 'المجتمع', 'تأثيرا', 'إيجابيا', 'قويا', 'و', 'ينقذ', 'حياة', 'الكثير', '.']	['conj', 'part_verb', 'verb', 'noun', 'pron_dem', 'prep', 'noun', 'noun', 'adj', 'adj', 'conj', 'verb', 'noun', 'noun', 'punc']	['وَ', 'قَدْ', 'كان', 'تَأْثِير', 'ها', 'عَلَى', 'مُجْتَمَع', 'تَأْثِير', 'إِيجابِيّ', 'قَوِيّ', 'وَ', 'أَنْقَذ', 'حَياة', 'كَثِير', '.']
AR-130-189799	['يجهل', 'الكثير', 'من', 'البشر', 'ثقافة', 'التسامح', 'و', 'كيفية', 'التعايش', 'مع', 'الآخرين', 'التسماح', 'ليس', 'فقط', 'ب', 'أن', 'أسامح', 'من', 'أخطأ', 'في', 'حق', 'ي', 'التسامح', 'يجب', 'أن', 'يبدأ', 'من', 'الشخص', 'نفس', 'ه', 'يجب', 'على', 'ه', 'التسامح', 'و', 'التصالح', 'مع', 'نفس', 'ه', 'يجب', 'على', 'ه', 'إدراك', 'معنى', 'الكلمة', '.']	['verb', 'noun', 'prep', 'noun', 'noun', 'noun', 'conj', 'noun', 'noun', 'prep', 'adj', 'noun_prop', 'verb', 'adv', 'abbrev', 'conj_sub', 'verb', 'prep', 'verb', 'prep', 'noun', 'abbrev', 'noun', 'verb', 'conj_sub', 'verb', 'prep', 'noun', 'noun', 'abbrev', 'verb', 'prep', 'abbrev', 'noun', 'conj', 'noun', 'prep', 'noun', 'abbrev', 'verb', 'prep', 'abbrev', 'noun', 'noun', 'noun', 'punc']	['جَهِل', 'كَثِير', 'مِن', 'بَشَر', 'ثَقافَة', 'تَسامُح', 'وَ', 'كَيْفِيَّة', 'تَعايُش', 'مَع', 'آخَر', 'التسماح', 'لَيِس', 'فَقَط', 'بِ', 'أَنَّ', 'سامَح', 'مِن', 'أَخْطَأ', 'فِي', 'حَقّ', 'ي', 'تَسامُح', 'وَجَب', 'أَنَّ', 'بَدَأ', 'مِن', 'شَخْص', 'نَفْس', 'ه', 'وَجَب', 'عَلَى', 'ه', 'تَسامُح', 'وَ', 'تَصالُح', 'مَع', 'نَفْس', 'ه', 'وَجَب', 'عَلَى', 'ه', 'إِدْراك', 'مَعْنَى', 'كَلِمَة', '.']
